Name of Water,Year,Date,Site ,CommonName,Species Code,Fish Number,Total Length
Saratoga,2009,10/5/2009,2,LMB,601,18,253
Saratoga,2009,10/5/2009,2,LMB,601,19,327
Saratoga,2009,10/5/2009,2,LMB,601,20,255
Saratoga,2009,10/5/2009,2,LMB,601,21,345
Saratoga,2009,10/5/2009,2,LMB,601,22,154
Saratoga,2009,10/5/2009,2,LMB,601,23,223
Saratoga,2009,10/5/2009,2,NP,,1,670
Saratoga,2009,10/5/2009,2,NP,,2,195
Saratoga,2009,10/5/2009,2,SMB,600,1,355
Saratoga,2009,10/5/2009,2,SMB,600,2,209
Saratoga,2009,10/5/2009,2,SMB,600,3,243
Saratoga,2009,10/5/2009,2,SMB,600,4,199
Saratoga,2009,10/5/2009,2,SMB,600,5,249
Saratoga,2009,10/5/2009,2,WE,626,1,577
Saratoga,2009,10/5/2009,2,WE,626,2,500
Saratoga,2009,10/5/2009,2,YP,617,1,165
Saratoga,2009,10/5/2009,2,YP,617,2,107
Saratoga,2009,10/5/2009,2,YP,617,3,127
Saratoga,2009,10/5/2009,2,YP,617,4,137
Saratoga,2009,10/5/2009,2,YP,617,5,115
Saratoga,2009,10/5/2009,2,YP,617,6,195
Saratoga,2009,10/5/2009,2,YP,617,7,163
Saratoga,2009,10/5/2009,2,YP,617,8,144
Saratoga,2009,10/5/2009,2,YP,617,9,123
Saratoga,2009,10/5/2009,2,YP,617,10,115
Saratoga,2009,10/5/2009,2,YP,617,11,130
Saratoga,2009,10/5/2009,2,YP,617,12,158
Saratoga,2009,10/5/2009,2,YP,617,13,138
Saratoga,2009,10/5/2009,2,YP,617,14,173
Saratoga,2009,10/5/2009,2,YP,617,15,134
Saratoga,2009,10/5/2009,2,YP,617,16,137
Saratoga,2009,10/5/2009,2,YP,617,17,57
Saratoga,2009,10/5/2009,4,BC,603,1,248
Saratoga,2009,10/5/2009,4,BC,603,2,235
Saratoga,2009,10/5/2009,4,BC,603,3,256
Saratoga,2009,10/5/2009,4,CP,349,1,488
Saratoga,2009,10/5/2009,4,LMB,601,1,394
Saratoga,2009,10/5/2009,4,LMB,601,2,278
Saratoga,2009,10/5/2009,4,LMB,601,3,344
Saratoga,2009,10/5/2009,4,LMB,601,4,337
Saratoga,2009,10/5/2009,4,LMB,601,5,377
Saratoga,2009,10/5/2009,4,LMB,601,6,295
Saratoga,2009,10/5/2009,4,LMB,601,7,356
Saratoga,2009,10/5/2009,4,LMB,601,8,317
Saratoga,2009,10/5/2009,4,LMB,601,9,362
Saratoga,2009,10/5/2009,4,LMB,601,10,337
Saratoga,2009,10/5/2009,4,LMB,601,11,339
Saratoga,2009,10/5/2009,4,LMB,601,12,330
Saratoga,2009,10/5/2009,4,LMB,601,13,424
Saratoga,2009,10/5/2009,4,SMB,600,1,366
Saratoga,2009,10/5/2009,4,SMB,600,2,394
Saratoga,2009,10/5/2009,4,SMB,600,3,233
Saratoga,2009,10/5/2009,4,SMB,600,4,216
Saratoga,2009,10/5/2009,4,SMB,600,5,135
Saratoga,2009,10/5/2009,4,SMB,600,6,317
Saratoga,2009,10/5/2009,4,SMB,600,7,279
Saratoga,2009,10/5/2009,4,WE,626,1,499
Saratoga,2009,10/5/2009,4,WE,626,2,444
Saratoga,2009,10/5/2009,4,YP,617,1,167
Saratoga,2009,10/5/2009,4,YP,617,2,115
Saratoga,2009,10/5/2009,4,YP,617,3,157
Saratoga,2009,10/5/2009,4,YP,617,4,81
Saratoga,2009,10/5/2009,4,YP,617,5,112
Saratoga,2009,10/5/2009,4,YP,617,6,126
Saratoga,2009,10/5/2009,4,YP,617,7,120
Saratoga,2009,10/5/2009,4,YP,617,8,132
Saratoga,2009,10/5/2009,4,YP,617,9,114
Saratoga,2009,10/5/2009,4,YP,617,10,160
Saratoga,2009,10/5/2009,4,YP,617,11,117
Saratoga,2009,10/5/2009,4,YP,617,12,184
Saratoga,2009,10/5/2009,4,YP,617,13,121
Saratoga,2009,10/5/2009,4,YP,617,14,106
Saratoga,2009,10/5/2009,4,YP,617,15,131
Saratoga,2009,10/5/2009,4,YP,617,16,175
Saratoga,2009,10/5/2009,4,YP,617,17,134
Saratoga,2009,10/5/2009,4,YP,617,18,120
Saratoga,2009,10/5/2009,4,YP,617,19,107
Saratoga,2009,10/5/2009,4,YP,617,20,128
Saratoga,2009,10/5/2009,4,YP,617,21,107
Saratoga,2009,10/5/2009,4,YP,617,22,108
Saratoga,2009,10/5/2009,6,LMB,601,1,363
Saratoga,2009,10/5/2009,6,LMB,601,2,370
Saratoga,2009,10/5/2009,6,LMB,601,3,322
Saratoga,2009,10/5/2009,6,LMB,601,4,395
Saratoga,2009,10/5/2009,6,LMB,601,5,311
Saratoga,2009,10/5/2009,6,LMB,601,6,188
Saratoga,2009,10/5/2009,6,SMB,600,1,296
Saratoga,2009,10/5/2009,6,WE,626,1,464
Saratoga,2009,10/5/2009,6,WE,626,2,573
Saratoga,2009,10/5/2009,6,YP,617,1,172
Saratoga,2009,10/5/2009,6,YP,617,2,179
